!CSV A.01.01
!Keysight Technologies,N5227B,US58420762,A.13.80.08
!Date: Monday, November 20, 2023 17:00:35
!Source: Standard

BEGIN CH1_DATA
Time(s),S21(DB),S21(DEG)
5e-009,-122.30488,95.109619
5.015e-009,-117.72031,121.31449
5.03e-009,-114.85542,146.41991
5.045e-009,-112.8468,171.18747
5.06e-009,-111.37386,-164.18228
5.075e-009,-110.28357,-139.61066
5.09e-009,-109.49362,-115.05849
5.105e-009,-108.95729,-90.500877
5.12e-009,-108.64871,-65.917297
5.135e-009,-108.55618,-41.289383
5.15e-009,-108.67944,-16.589527
5.165e-009,-109.02989,8.2146177
5.18e-009,-109.6327,33.17828
5.195e-009,-110.5325,58.390774
5.21e-009,-111.80707,84.02375
5.225e-009,-113.59599,110.43707
5.24e-009,-116.17576,138.56372
5.255e-009,-120.17438,171.65201
5.27e-009,-126.71548,-131.22559
5.285e-009,-125.09362,-25.528423
5.3e-009,-118.81375,22.667286
5.315e-009,-114.94411,54.206257
5.33e-009,-112.31915,81.875893
5.345e-009,-110.41333,108.11665
5.36e-009,-108.98869,133.68381
5.375e-009,-107.92261,158.88742
5.39e-009,-107.14655,-176.12436
5.405e-009,-106.62125,-151.26794
5.42e-009,-106.32575,-126.4912
5.435e-009,-106.25272,-101.7565
5.45e-009,-106.40646,-77.035576
5.465e-009,-106.80356,-52.296085
5.48e-009,-107.47728,-27.502274
5.495e-009,-108.48589,-2.5950098
5.51e-009,-109.93288,22.529678
5.525e-009,-112.01599,48.104572
5.54e-009,-115.17606,74.811981
5.555e-009,-120.74363,105.89759
5.57e-009,-133.17752,-155.35645
5.585e-009,-120.67979,-52.612537
5.6e-009,-114.83569,-21.303114
5.615e-009,-111.45537,5.5199676
5.63e-009,-109.18128,31.232235
5.645e-009,-107.57275,56.54327
5.66e-009,-106.4392,81.709709
5.675e-009,-105.68845,106.86844
5.69e-009,-105.27859,132.12688
5.705e-009,-105.20074,157.6059
5.72e-009,-105.47492,-176.5159
5.735e-009,-106.15548,-149.92717
5.75e-009,-107.34681,-121.98975
5.765e-009,-109.23395,-91.17524
5.78e-009,-112.06201,-53.05344
5.795e-009,-115.09452,5.1238818
5.81e-009,-113.44618,78.065811
5.825e-009,-109.06182,126.73815
5.84e-009,-105.48019,160.94084
5.855e-009,-102.74885,-170.16153
5.87e-009,-100.62171,-143.64833
5.885e-009,-98.940659,-118.47444
5.9e-009,-97.614052,-94.223488
5.915e-009,-96.589066,-70.747169
5.93e-009,-95.837212,-48.049774
5.945e-009,-95.345291,-26.262148
5.96e-009,-95.109283,-5.6662464
5.975e-009,-95.124062,13.235826
5.99e-009,-95.358826,29.605745
6.005e-009,-95.692291,42.207272
6.02e-009,-95.789391,49.917885
6.035e-009,-95.092308,53.77243
6.05e-009,-93.334602,58.261665
6.065e-009,-90.917511,67.164223
6.08e-009,-88.354645,80.688301
6.095e-009,-85.901054,97.548286
6.11e-009,-83.630928,116.58603
6.125e-009,-81.547943,137.03882
6.14e-009,-79.634972,158.43494
6.155e-009,-77.871376,-179.51907
6.17e-009,-76.238174,-157.01103
6.185e-009,-74.719231,-134.16478
6.2e-009,-73.30114,-111.06453
6.215e-009,-71.972855,-87.769295
6.23e-009,-70.725243,-64.321411
6.245e-009,-69.550674,-40.751888
6.26e-009,-68.442772,-17.083965
6.275e-009,-67.396118,6.6646447
6.29e-009,-66.40612,30.480303
6.305e-009,-65.468796,54.352264
6.32e-009,-64.580727,78.272079
6.335e-009,-63.738934,102.2329
6.35e-009,-62.940784,126.22925
6.365e-009,-62.18399,150.25662
6.38e-009,-61.466503,174.31134
6.395e-009,-60.786507,-161.60963
6.41e-009,-60.142376,-137.50885
6.425e-009,-59.532669,-113.38837
6.44e-009,-58.956066,-89.249977
6.455e-009,-58.411392,-65.095108
6.47e-009,-57.897575,-40.924995
6.485e-009,-57.413654,-16.740648
6.5e-009,-56.958744,7.457098
6.515e-009,-56.532043,31.667564
6.53e-009,-56.13282,55.890198
6.545e-009,-55.76041,80.124573
6.56e-009,-55.414196,104.37038
6.575e-009,-55.093624,128.62737
6.59e-009,-54.79818,152.8954
6.605e-009,-54.52739,177.17442
6.62e-009,-54.280823,-158.53554
6.635e-009,-54.058083,-134.23441
6.65e-009,-53.858807,-109.922
6.665e-009,-53.682652,-85.598106
6.68e-009,-53.52932,-61.262413
6.695e-009,-53.398518,-36.914562
6.71e-009,-53.289982,-12.554116
6.725e-009,-53.203468,11.819438
6.74e-009,-53.13876,36.206673
6.755e-009,-53.095634,60.608246
6.77e-009,-53.073906,85.024879
6.785e-009,-53.07338,109.4574
6.8e-009,-53.09388,133.90669
6.815e-009,-53.135246,158.37375
6.83e-009,-53.197304,-177.14035
6.845e-009,-53.2799,-152.63446
6.86e-009,-53.382862,-128.10725
6.875e-009,-53.506027,-103.55737
6.89e-009,-53.649227,-78.983322
6.905e-009,-53.812271,-54.383495
6.92e-009,-53.994968,-29.756163
6.935e-009,-54.197098,-5.0994787
6.95e-009,-54.418419,19.588512
6.965e-009,-54.658672,44.30991
6.98e-009,-54.917545,69.066887
6.995e-009,-55.194698,93.861748
7.01e-009,-55.489735,118.69685
7.025e-009,-55.802212,143.57466
7.04e-009,-56.131615,168.49767
7.055e-009,-56.477356,-166.53168
7.07e-009,-56.838764,-141.51091
7.085e-009,-57.215092,-116.43774
7.1e-009,-57.60548,-91.30999
7.115e-009,-58.008961,-66.125839
7.13e-009,-58.424469,-40.883827
7.145e-009,-58.850815,-15.582994
7.16e-009,-59.28669,9.7769451
7.175e-009,-59.73069,35.195469
7.19e-009,-60.181293,60.671082
7.205e-009,-60.636902,86.201141
7.22e-009,-61.095852,111.78172
7.235e-009,-61.556454,137.40749
7.25e-009,-62.017017,163.07158
7.265e-009,-62.475903,-171.23436
7.28e-009,-62.931568,-145.52017
7.295e-009,-63.382622,-119.79715
7.31e-009,-63.827858,-94.077652
7.325e-009,-64.266319,-68.374977
7.34e-009,-64.697304,-42.702896
7.355e-009,-65.120415,-17.075275
7.37e-009,-65.535553,8.494381
7.385e-009,-65.942894,33.993366
7.4e-009,-66.342903,59.410202
7.415e-009,-66.73629,84.735001
7.43e-009,-67.12394,109.95971
7.445e-009,-67.50692,135.07834
7.46e-009,-67.886414,160.0871
7.475e-009,-68.26368,-175.01564
7.49e-009,-68.640015,-150.22931
7.505e-009,-69.016739,-125.55131
7.52e-009,-69.395172,-100.97704
7.535e-009,-69.776634,-76.500168
7.55e-009,-70.162399,-52.112747
7.565e-009,-70.553749,-27.805368
7.58e-009,-70.95192,-3.5673404
7.595e-009,-71.358162,20.613102
7.61e-009,-71.773674,44.748734
7.625e-009,-72.199677,68.853249
7.64e-009,-72.63736,92.941093
7.655e-009,-73.087891,117.02752
7.67e-009,-73.552406,141.12851
7.685e-009,-74.031982,165.26088
7.7e-009,-74.527611,-170.55779
7.715e-009,-75.040161,-146.30888
7.73e-009,-75.570313,-121.97277
7.745e-009,-76.118492,-97.52858
7.76e-009,-76.684784,-72.95417
7.775e-009,-77.268799,-48.226063
7.79e-009,-77.869545,-23.319401
7.805e-009,-78.485229,1.7915217
7.82e-009,-79.11306,27.132885
7.835e-009,-79.749031,52.729874
7.85e-009,-80.387672,78.605087
7.865e-009,-81.021904,104.77541
7.88e-009,-81.642952,131.24855
7.895e-009,-82.240578,158.0181
7.91e-009,-82.803558,-174.9409
7.925e-009,-83.320549,-147.67598
7.94e-009,-83.781403,-120.25857
7.955e-009,-84.178513,-92.781212
7.97e-009,-84.508003,-65.350441
7.985e-009,-84.770332,-38.076252
8e-009,-84.970123,-11.060651
8.015e-009,-85.115219,15.611779
8.03e-009,-85.21534,41.879169
8.045e-009,-85.280678,67.703484
8.06e-009,-85.320816,93.068237
8.075e-009,-85.343948,117.97408
8.09e-009,-85.35656,142.43465
8.105e-009,-85.363342,166.4725
8.12e-009,-85.367424,-169.88403
8.135e-009,-85.370552,-146.60269
8.15e-009,-85.373436,-123.64887
8.165e-009,-85.376053,-100.98627
8.18e-009,-85.377937,-78.577751
8.195e-009,-85.378487,-56.385387
8.21e-009,-85.377121,-34.371479
8.225e-009,-85.373505,-12.498548
8.24e-009,-85.367653,9.2692614
8.255e-009,-85.360001,30.966303
8.27e-009,-85.35141,52.623993
8.285e-009,-85.34314,74.270798
8.3e-009,-85.336784,95.931473
8.315e-009,-85.334167,117.62714
8.33e-009,-85.337265,139.375
8.345e-009,-85.348083,161.18866
8.36e-009,-85.368584,-176.92166
8.375e-009,-85.400665,-154.94856
8.39e-009,-85.446007,-132.88736
8.405e-009,-85.506142,-110.73512
8.42e-009,-85.582336,-88.490753
8.435e-009,-85.675674,-66.154198
8.45e-009,-85.787018,-43.726421
8.465e-009,-85.916985,-21.208447
8.48e-009,-86.066025,1.3979611
8.495e-009,-86.234398,24.091333
8.51e-009,-86.422195,46.870106
8.525e-009,-86.629395,69.733192
8.54e-009,-86.855812,92.67984
