!CSV A.01.01
!Keysight Technologies,N5227B,US58420762,A.13.80.08
!Date: Tuesday, November 21, 2023 09:45:03
!Source: Standard

BEGIN CH1_DATA
Time(s),S21(DB),S21(DEG)
5e-009,-130.53697,149.43286
5.015e-009,-129.11942,168.54688
5.03e-009,-127.83839,-171.32576
5.045e-009,-126.69917,-150.52994
5.06e-009,-125.69373,-129.30493
5.075e-009,-124.81394,-107.81538
5.09e-009,-124.04929,-86.180733
5.105e-009,-123.39037,-64.480171
5.12e-009,-122.8278,-42.780235
5.135e-009,-122.35503,-21.130421
5.15e-009,-121.9642,0.42833313
5.165e-009,-121.64925,21.860786
5.18e-009,-121.40322,43.133526
5.195e-009,-121.22066,64.222687
5.21e-009,-121.09502,85.099457
5.225e-009,-121.02023,105.74583
5.24e-009,-120.98894,126.13984
5.255e-009,-120.99454,146.27222
5.27e-009,-121.02928,166.13351
5.285e-009,-121.08534,-174.2713
5.3e-009,-121.15517,-154.93303
5.315e-009,-121.23186,-135.82567
5.33e-009,-121.30904,-116.91843
5.345e-009,-121.38256,-98.167328
5.36e-009,-121.44962,-79.525551
5.375e-009,-121.51039,-60.9436
5.39e-009,-121.56717,-42.376568
5.405e-009,-121.62398,-23.784914
5.42e-009,-121.68674,-5.1475224
5.435e-009,-121.76226,13.549202
5.45e-009,-121.85757,32.298367
5.465e-009,-121.97942,51.080883
5.48e-009,-122.13334,69.860413
5.495e-009,-122.32449,88.592133
5.51e-009,-122.55473,107.21122
5.525e-009,-122.82476,125.65001
5.54e-009,-123.13103,143.826
5.555e-009,-123.4665,161.65588
5.57e-009,-123.81873,179.05795
5.585e-009,-124.16927,-164.02982
5.6e-009,-124.49267,-147.63419
5.615e-009,-124.76065,-131.71765
5.63e-009,-124.94401,-116.1571
5.645e-009,-125.02081,-100.74846
5.66e-009,-124.98192,-85.224022
5.675e-009,-124.83662,-69.313393
5.69e-009,-124.60691,-52.788219
5.705e-009,-124.32447,-35.509357
5.72e-009,-124.02065,-17.409542
5.735e-009,-123.72478,1.5109016
5.75e-009,-123.45975,21.21553
5.765e-009,-123.24282,41.654961
5.78e-009,-123.08656,62.776299
5.795e-009,-123.00007,84.540962
5.81e-009,-122.98875,106.92137
5.825e-009,-123.05668,129.90872
5.84e-009,-123.20438,153.51735
5.855e-009,-123.43211,177.78104
5.87e-009,-123.73486,-157.24042
5.885e-009,-124.10509,-131.46564
5.9e-009,-124.52626,-104.79258
5.915e-009,-124.97362,-77.113831
5.93e-009,-125.4085,-48.355156
5.945e-009,-125.7786,-18.523241
5.96e-009,-126.02483,12.217114
5.975e-009,-126.0951,43.507278
5.99e-009,-125.96576,74.82444
6.005e-009,-125.65042,105.63515
6.02e-009,-125.19473,135.53116
6.035e-009,-124.65543,164.30731
6.05e-009,-124.08495,-168.07419
6.065e-009,-123.52155,-141.5511
6.08e-009,-122.99082,-116.02233
6.095e-009,-122.50504,-91.375427
6.11e-009,-122.07011,-67.519249
6.125e-009,-121.68479,-44.373852
6.14e-009,-121.34414,-21.876364
6.155e-009,-121.03986,0.029594332
6.17e-009,-120.76202,21.39649
6.185e-009,-120.49895,42.281933
6.2e-009,-120.23891,62.750874
6.215e-009,-119.97048,82.885033
6.23e-009,-119.6846,102.77812
6.245e-009,-119.37501,122.53504
6.26e-009,-119.03951,142.26521
6.275e-009,-118.67957,162.07265
6.29e-009,-118.30058,-177.95
6.305e-009,-117.91044,-157.72971
6.32e-009,-117.5182,-137.21352
6.335e-009,-117.13355,-116.36797
6.35e-009,-116.76562,-95.176338
6.365e-009,-116.42249,-73.633064
6.38e-009,-116.1111,-51.742813
6.395e-009,-115.83698,-29.513767
6.41e-009,-115.60463,-6.955019
6.425e-009,-115.41714,15.923703
6.44e-009,-115.27711,39.115345
6.455e-009,-115.18582,62.61451
6.47e-009,-115.14413,86.4216
6.485e-009,-115.15182,110.53982
6.5e-009,-115.20824,134.97557
6.515e-009,-115.31153,159.74086
6.53e-009,-115.45879,-175.14961
6.545e-009,-115.64586,-149.67702
6.56e-009,-115.8672,-123.82587
6.575e-009,-116.115,-97.580185
6.59e-009,-116.37987,-70.931274
6.605e-009,-116.6501,-43.882011
6.62e-009,-116.9129,-16.45702
6.635e-009,-117.15377,11.296161
6.65e-009,-117.35981,39.297169
6.665e-009,-117.5203,67.439102
6.68e-009,-117.62873,95.587852
6.695e-009,-117.6848,123.60077
6.71e-009,-117.69275,151.34004
6.725e-009,-117.66273,178.68436
6.74e-009,-117.60617,-154.45816
6.755e-009,-117.53622,-128.15897
6.77e-009,-117.46501,-102.46033
6.785e-009,-117.4017,-77.387428
6.8e-009,-117.35312,-52.95351
6.815e-009,-117.32229,-29.164936
6.83e-009,-117.30907,-6.0219769
6.845e-009,-117.30981,16.477926
6.86e-009,-117.3175,38.345993
6.875e-009,-117.32207,59.608879
6.89e-009,-117.31107,80.308365
6.905e-009,-117.2717,100.51582
6.92e-009,-117.19128,120.32785
6.935e-009,-117.06131,139.86885
6.95e-009,-116.87708,159.28185
6.965e-009,-116.64061,178.71016
6.98e-009,-116.35875,-161.71596
6.995e-009,-116.04379,-141.88885
7.01e-009,-115.7095,-121.73663
7.025e-009,-115.37006,-101.21386
7.04e-009,-115.03914,-80.305237
7.055e-009,-114.72865,-59.009125
7.07e-009,-114.44862,-37.338005
7.085e-009,-114.20611,-15.311175
7.1e-009,-114.00763,7.0518107
7.115e-009,-113.85751,29.733702
7.13e-009,-113.75896,52.718052
7.145e-009,-113.71446,75.993912
7.16e-009,-113.72552,99.555824
7.175e-009,-113.79304,123.40489
7.19e-009,-113.91714,147.54726
7.205e-009,-114.09745,171.99522
7.22e-009,-114.33231,-163.23164
7.235e-009,-114.61946,-138.10614
7.25e-009,-114.95461,-112.5961
7.265e-009,-115.33145,-86.663551
7.28e-009,-115.74116,-60.269726
7.295e-009,-116.17126,-33.378407
7.31e-009,-116.60553,-5.967473
7.325e-009,-117.02376,21.959593
7.34e-009,-117.40304,50.356792
7.355e-009,-117.72028,79.128639
7.37e-009,-117.9559,108.11723
7.385e-009,-118.09845,137.12215
7.4e-009,-118.14701,165.9248
7.415e-009,-118.11118,-165.67612
7.43e-009,-118.00868,-137.83623
7.445e-009,-117.86037,-110.6538
7.46e-009,-117.68687,-84.171402
7.475e-009,-117.50565,-58.389442
7.49e-009,-117.33005,-33.280548
7.505e-009,-117.16924,-8.8026743
7.52e-009,-117.02882,15.096477
7.535e-009,-116.91142,38.470856
7.55e-009,-116.81777,61.378559
7.565e-009,-116.74746,83.87574
7.58e-009,-116.69956,106.02176
7.595e-009,-116.67289,127.87665
7.61e-009,-116.66779,149.50056
7.625e-009,-116.68498,170.95583
7.64e-009,-116.72738,-167.70021
7.655e-009,-116.79905,-146.41072
7.67e-009,-116.90668,-125.12449
7.685e-009,-117.05875,-103.79675
7.7e-009,-117.26577,-82.38958
7.715e-009,-117.54089,-60.869835
7.73e-009,-117.90037,-39.214195
7.745e-009,-118.36421,-17.399506
7.76e-009,-118.95828,4.5925598
7.775e-009,-119.71739,26.782028
7.79e-009,-120.69121,49.200924
7.805e-009,-121.95565,71.899895
7.82e-009,-123.63859,94.990341
7.835e-009,-125.98346,118.74557
7.85e-009,-129.56094,144.07127
7.865e-009,-136.32732,176.43335
7.88e-009,-143.31947,-40.924507
7.895e-009,-131.69887,14.369472
7.91e-009,-126.528,42.004505
7.925e-009,-123.22704,66.89595
7.94e-009,-120.8124,91.023628
7.955e-009,-118.9255,114.8631
7.97e-009,-117.3961,138.58482
7.985e-009,-116.13024,162.2661
