!CSV A.01.01
!Keysight Technologies,N5227B,US58420762,A.13.80.08
!Date: Tuesday, November 21, 2023 09:33:10
!Source: Standard

BEGIN CH1_DATA
Time(s),S21(DB),S21(DEG)
5e-009,-119.06425,50.699974
5.015e-009,-119.29164,70.270119
5.03e-009,-119.79199,89.277977
5.045e-009,-120.57545,107.12686
5.06e-009,-121.63749,122.91736
5.075e-009,-122.90556,135.22679
5.09e-009,-124.09149,142.29387
5.105e-009,-124.54502,144.07471
5.12e-009,-123.74317,145.36267
5.135e-009,-122.07426,151.66833
5.15e-009,-120.22624,163.63998
5.165e-009,-118.53793,179.60756
5.18e-009,-117.09859,-161.90579
5.195e-009,-115.90974,-141.82103
5.21e-009,-114.95193,-120.6835
5.225e-009,-114.20494,-98.815437
5.24e-009,-113.65343,-76.420395
5.255e-009,-113.2877,-53.621616
5.27e-009,-113.10432,-30.500954
5.285e-009,-113.10586,-7.1027794
5.3e-009,-113.30223,16.547514
5.315e-009,-113.71232,40.456608
5.33e-009,-114.36865,64.656624
5.345e-009,-115.32478,89.236488
5.36e-009,-116.67088,114.38239
5.375e-009,-118.57119,140.53934
5.39e-009,-121.35888,168.93912
5.405e-009,-125.80781,-155.59958
5.42e-009,-132.20807,-82.939835
5.435e-009,-127.30027,11.060852
5.45e-009,-121.66728,51.810951
5.465e-009,-118.07117,81.619873
5.48e-009,-115.52155,108.49115
5.495e-009,-113.59436,134.19919
5.51e-009,-112.08765,159.33778
5.525e-009,-110.89222,-175.84204
5.54e-009,-109.9436,-151.21275
5.555e-009,-109.20102,-126.70551
5.57e-009,-108.63844,-102.2809
5.585e-009,-108.23905,-77.91378
5.6e-009,-107.99304,-53.585548
5.615e-009,-107.89542,-29.28554
5.63e-009,-107.94614,-5.0040212
5.645e-009,-108.1493,19.264862
5.66e-009,-108.51427,43.52689
5.675e-009,-109.0567,67.789139
5.69e-009,-109.80138,92.057846
5.705e-009,-110.78622,116.34285
5.72e-009,-112.07224,140.66241
5.735e-009,-113.76161,165.04459
5.75e-009,-116.04536,-170.43564
5.765e-009,-119.34244,-145.57695
5.78e-009,-124.91419,-119.42738
5.795e-009,-143.41937,-61.126266
5.81e-009,-126.87806,99.276169
5.825e-009,-120.58606,126.12186
5.84e-009,-117.17384,151.03387
5.855e-009,-114.93871,175.48355
5.87e-009,-113.37819,-160.27515
5.885e-009,-112.27846,-136.16003
5.9e-009,-111.53322,-112.15108
5.915e-009,-111.08611,-88.248535
5.93e-009,-110.91038,-64.473236
5.945e-009,-110.99939,-40.861179
5.96e-009,-111.3652,-17.481939
5.975e-009,-112.04102,5.5442433
5.99e-009,-113.09064,27.989283
6.005e-009,-114.63055,49.376514
6.02e-009,-116.87792,68.534416
6.035e-009,-120.23568,81.829407
6.05e-009,-124.78333,74.845047
6.065e-009,-124.16147,38.161518
6.08e-009,-119.10931,33.978817
6.095e-009,-115.33839,48.115093
6.11e-009,-112.62828,67.654488
6.125e-009,-110.58944,89.320206
6.14e-009,-109.01057,112.03649
6.155e-009,-107.77477,135.36073
6.17e-009,-106.8125,159.08614
6.185e-009,-106.08154,-176.8933
6.2e-009,-105.55537,-152.63127
6.215e-009,-105.21863,-128.14784
6.23e-009,-105.06372,-103.44096
6.245e-009,-105.09005,-78.487236
6.26e-009,-105.303,-53.238892
6.275e-009,-105.71519,-27.611923
6.29e-009,-106.34679,-1.4690645
6.305e-009,-107.22852,25.421787
6.32e-009,-108.40246,53.469276
6.335e-009,-109.92046,83.436249
6.35e-009,-111.81623,116.81621
6.365e-009,-113.96164,156.45074
6.38e-009,-115.59383,-154.4319
6.395e-009,-115.33041,-100.58201
6.41e-009,-113.48608,-53.979553
6.425e-009,-111.44317,-16.231554
6.44e-009,-109.74905,16.223259
6.455e-009,-108.47598,45.834751
6.47e-009,-107.59917,73.874115
6.485e-009,-107.09502,101.02081
6.5e-009,-106.9633,127.68236
6.515e-009,-107.23586,154.16597
6.53e-009,-107.99393,-179.20328
6.545e-009,-109.4094,-151.88762
6.56e-009,-111.86573,-122.5128
6.575e-009,-116.35305,-85.311195
6.59e-009,-122.57633,2.3278575
6.605e-009,-115.02312,90.031601
6.62e-009,-109.17805,126.9046
6.635e-009,-105.3522,155.65675
6.65e-009,-102.54403,-177.95729
6.665e-009,-100.35911,-152.62325
6.68e-009,-98.611893,-127.89711
6.695e-009,-97.204247,-103.60316
6.71e-009,-96.081573,-79.677223
6.725e-009,-95.214813,-56.1185
6.74e-009,-94.592041,-32.977207
6.755e-009,-94.215675,-10.364779
6.77e-009,-94.101479,11.51522
6.785e-009,-94.279396,32.296219
6.8e-009,-94.791206,51.292133
6.815e-009,-95.669052,67.160202
6.83e-009,-96.820099,77.301537
6.845e-009,-97.609558,78.265762
6.86e-009,-96.637154,72.959564
6.875e-009,-93.854645,73.524628
6.89e-009,-90.656174,83.315056
6.905e-009,-87.700615,98.923203
6.92e-009,-85.081673,117.69008
6.935e-009,-82.75843,138.23244
6.95e-009,-80.676811,159.84042
6.965e-009,-78.792015,-177.87172
6.98e-009,-77.069809,-155.12721
6.995e-009,-75.484276,-132.06281
7.01e-009,-74.015648,-108.7663
7.025e-009,-72.648552,-85.296486
7.04e-009,-71.37088,-61.69397
7.055e-009,-70.17292,-37.98774
7.07e-009,-69.046745,-14.198901
7.085e-009,-67.985847,9.6567917
7.1e-009,-66.984756,33.567398
7.115e-009,-66.038887,57.523697
7.13e-009,-65.14431,81.518501
7.145e-009,-64.297661,105.54609
7.16e-009,-63.496014,129.60193
7.175e-009,-62.736824,153.68233
7.19e-009,-62.017853,177.78435
7.205e-009,-61.337128,-158.09448
7.22e-009,-60.692898,-133.95613
7.235e-009,-60.083599,-109.80225
7.25e-009,-59.507839,-85.634186
7.265e-009,-58.964355,-61.453056
7.28e-009,-58.45203,-37.259747
7.295e-009,-57.969837,-13.055024
7.31e-009,-57.516846,11.160542
7.325e-009,-57.092228,35.386463
7.34e-009,-56.695213,59.622402
7.355e-009,-56.325111,83.86808
7.37e-009,-55.981285,108.12335
7.385e-009,-55.663155,132.38809
7.4e-009,-55.37019,156.66231
7.415e-009,-55.10191,-179.05397
7.43e-009,-54.857864,-154.7606
7.445e-009,-54.637653,-130.45743
7.46e-009,-54.440899,-106.14419
7.475e-009,-54.267262,-81.820587
7.49e-009,-54.116421,-57.486267
7.505e-009,-53.988098,-33.1408
7.52e-009,-53.882023,-8.7836981
7.535e-009,-53.797947,15.585599
7.55e-009,-53.735649,39.967705
7.565e-009,-53.694923,64.363319
7.58e-009,-53.675575,88.773201
7.595e-009,-53.677422,113.19818
7.61e-009,-53.700291,137.63921
7.625e-009,-53.744026,162.09724
7.64e-009,-53.808475,-173.42656
7.655e-009,-53.893482,-148.93105
7.67e-009,-53.998898,-124.41493
7.685e-009,-54.12458,-99.876778
7.7e-009,-54.270374,-75.315117
7.715e-009,-54.436115,-50.72831
7.73e-009,-54.621628,-26.11463
7.745e-009,-54.826736,-1.4722058
7.76e-009,-55.051231,23.200928
7.775e-009,-55.29488,47.906887
7.79e-009,-55.557426,72.647873
7.805e-009,-55.83857,97.426239
7.82e-009,-56.137974,122.24439
7.835e-009,-56.45525,147.10484
7.85e-009,-56.789951,172.01018
7.865e-009,-57.141571,-163.03705
7.88e-009,-57.509514,-138.03423
7.895e-009,-57.893112,-112.97886
7.91e-009,-58.291603,-87.868614
7.925e-009,-58.704121,-62.701378
7.94e-009,-59.129704,-37.475357
7.955e-009,-59.567257,-12.189229
7.97e-009,-60.015594,13.157721
7.985e-009,-60.4734,38.565472
8e-009,-60.939266,64.033058
8.015e-009,-61.411682,89.558418
8.03e-009,-61.889061,115.13822
8.045e-009,-62.369785,140.7677
8.06e-009,-62.852207,166.44052
8.075e-009,-63.334717,-167.85124
8.09e-009,-63.815781,-142.11726
8.105e-009,-64.293991,-116.36871
8.12e-009,-64.76812,-90.618263
8.135e-009,-65.237175,-64.879791
8.15e-009,-65.700409,-39.168045
8.165e-009,-66.157394,-13.498273
8.18e-009,-66.607994,12.114198
8.195e-009,-67.052391,37.654472
8.21e-009,-67.491066,63.108429
8.225e-009,-67.924767,88.463242
8.24e-009,-68.354462,113.70757
8.255e-009,-68.781311,138.83189
8.27e-009,-69.206612,163.8286
8.285e-009,-69.631752,-171.30783
8.3e-009,-70.058189,-146.58098
8.315e-009,-70.487389,-121.99248
8.33e-009,-70.920822,-97.542091
8.345e-009,-71.359955,-73.227936
8.36e-009,-71.806244,-49.046642
8.375e-009,-72.261108,-24.993464
8.39e-009,-72.725998,-1.0625511
8.405e-009,-73.20237,22.752937
8.42e-009,-73.691704,46.460617
8.435e-009,-74.195572,70.068771
8.45e-009,-74.715622,93.586075
8.465e-009,-75.253632,117.02164
8.48e-009,-75.811554,140.38474
8.495e-009,-76.391502,163.68471
8.51e-009,-76.99588,-173.06909
8.525e-009,-77.627327,-149.86731
8.54e-009,-78.288864,-126.70074
8.555e-009,-78.983894,-103.56029
8.57e-009,-79.716347,-80.436874
8.585e-009,-80.490738,-57.321339
8.6e-009,-81.31237,-34.204319
8.615e-009,-82.187515,-11.075844
8.63e-009,-83.123703,12.075052
8.645e-009,-84.130135,35.261272
8.66e-009,-85.218323,58.498714
8.675e-009,-86.402962,81.80835
8.69e-009,-87.703362,105.21962
8.705e-009,-89.145775,128.77682
8.72e-009,-90.767326,152.55096
8.735e-009,-92.623184,176.66553
8.75e-009,-94.800514,-158.64398
8.765e-009,-97.448349,-132.86652
8.78e-009,-100.84768,-104.66888
8.795e-009,-105.55755,-69.411148
8.81e-009,-111.43675,-5.5700097
8.825e-009,-109.2504,81.33651
8.84e-009,-104.63472,125.57444
8.855e-009,-101.66033,156.07686
8.87e-009,-99.669022,-177.38086
8.885e-009,-98.267105,-152.45857
8.9e-009,-97.255402,-128.36974
8.915e-009,-96.523186,-104.78527
8.93e-009,-96.003349,-81.548485
8.945e-009,-95.652298,-58.580196
8.96e-009,-95.440102,-35.840363
8.975e-009,-95.34523,-13.311635
8.99e-009,-95.351448,9.0090628
9.005e-009,-95.445892,31.114477
9.02e-009,-95.617828,52.989723
9.035e-009,-95.857674,74.613197
9.05e-009,-96.15625,95.958153
9.065e-009,-96.504028,116.99355
9.08e-009,-96.890556,137.68599
9.095e-009,-97.303864,158.00314
9.11e-009,-97.729828,177.91783
9.125e-009,-98.151993,-162.58492
9.14e-009,-98.551712,-143.49933
9.155e-009,-98.909012,-124.78936
9.17e-009,-99.204315,-106.3822
9.185e-009,-99.420822,-88.166206
9.2e-009,-99.547287,-69.999237
9.215e-009,-99.579659,-51.725628
9.23e-009,-99.521538,-33.197235
9.245e-009,-99.382652,-14.292098
9.26e-009,-99.176575,5.071815
9.275e-009,-98.917969,24.938782
9.29e-009,-98.620712,45.317863
9.305e-009,-98.296654,66.193222
9.32e-009,-97.955139,87.532867
9.335e-009,-97.603233,109.29511
9.35e-009,-97.246033,131.43623
9.365e-009,-96.887085,153.91141
9.38e-009,-96.528954,176.67853
9.395e-009,-96.173317,-160.30177
9.41e-009,-95.821533,-137.06512
9.425e-009,-95.474663,-113.64294
9.44e-009,-95.13372,-90.063187
9.455e-009,-94.799629,-66.349953
9.47e-009,-94.473442,-42.524239
9.485e-009,-94.156219,-18.602924
9.5e-009,-93.849098,5.399137
9.515e-009,-93.553185,29.470297
9.53e-009,-93.269638,53.600906
9.545e-009,-92.999596,77.783829
9.56e-009,-92.744217,102.0132
9.575e-009,-92.504501,126.28493
9.59e-009,-92.28141,150.59627
9.605e-009,-92.075836,174.94539
9.62e-009,-91.888557,-160.66849
9.635e-009,-91.720192,-136.24594
9.65e-009,-91.571281,-111.78669
9.665e-009,-91.44223,-87.290283
9.68e-009,-91.333305,-62.756153
9.695e-009,-91.244629,-38.183502
9.71e-009,-91.176201,-13.571919
9.725e-009,-91.127899,11.079024
9.74e-009,-91.099457,35.769417
9.755e-009,-91.090469,60.498714
9.77e-009,-91.10038,85.265808
9.785e-009,-91.128578,110.0691
9.8e-009,-91.174263,134.90569
9.815e-009,-91.236565,159.77217
9.83e-009,-91.314507,-175.33646
9.845e-009,-91.407043,-150.42624
9.86e-009,-91.513039,-125.50473
9.875e-009,-91.631332,-100.58083
9.89e-009,-91.760757,-75.665161
9.905e-009,-91.900131,-50.769783
9.92e-009,-92.048294,-25.908398
9.935e-009,-92.204124,-1.0960627
9.95e-009,-92.366592,23.650791
9.965e-009,-92.534691,48.314754
9.98e-009,-92.707497,72.877411
9.995e-009,-92.884117,97.319908
1.001e-008,-93.063705,121.62344
1.0025e-008,-93.245392,145.76932
1.004e-008,-93.428238,169.73961
1.0055e-008,-93.611206,-166.48221
1.007e-008,-93.793137,-142.91106
1.0085e-008,-93.972641,-119.55921
1.01e-008,-94.148132,-96.436279
1.0115e-008,-94.317757,-73.548073
1.013e-008,-94.479546,-50.896156
1.0145e-008,-94.631371,-28.477367
1.016e-008,-94.771034,-6.283525
1.0175e-008,-94.896439,15.699201
1.019e-008,-95.005875,37.489544
1.0205e-008,-95.097931,59.110985
1.022e-008,-95.171898,80.590714
1.0235e-008,-95.22773,101.9588
1.025e-008,-95.266273,123.24566
1.0265e-008,-95.289055,144.4816
1.028e-008,-95.298401,165.69476
1.0295e-008,-95.297256,-173.09015
1.031e-008,-95.288918,-151.85226
1.0325e-008,-95.276947,-130.57588
1.034e-008,-95.265007,-109.24897
1.0355e-008,-95.256622,-87.864693
1.037e-008,-95.255142,-66.419518
1.0385e-008,-95.263519,-44.913643
1.04e-008,-95.284416,-23.349157
1.0415e-008,-95.320068,-1.7305237
1.043e-008,-95.372223,19.936897
1.0445e-008,-95.442291,41.646706
1.046e-008,-95.531212,63.39275
1.0475e-008,-95.639648,85.169342
1.049e-008,-95.767754,106.97103
1.0505e-008,-95.915482,128.79381
1.052e-008,-96.082413,150.63522
1.0535e-008,-96.267876,172.49434
1.055e-008,-96.471001,-165.62688
1.0565e-008,-96.69072,-143.72484
1.058e-008,-96.925781,-121.79279
1.0595e-008,-97.174934,-99.820953
1.061e-008,-97.436752,-77.796623
1.0625e-008,-97.709892,-55.703712
1.064e-008,-97.993065,-33.522861
1.0655e-008,-98.285027,-11.232352
1.067e-008,-98.584572,11.193488
1.0685e-008,-98.890625,33.781437
1.07e-008,-99.202057,56.560963
1.0715e-008,-99.517815,79.562294
1.073e-008,-99.836426,102.81625
1.0745e-008,-100.15624,126.35324
1.076e-008,-100.47507,150.20093
1.0775e-008,-100.78999,174.38461
1.079e-008,-101.09733,-161.07663
1.0805e-008,-101.39243,-136.17084
1.082e-008,-101.66991,-110.8967
1.0835e-008,-101.92371,-85.266052
1.085e-008,-102.14761,-59.305603
1.0865e-008,-102.33606,-33.058777
1.088e-008,-102.48451,-6.5851393
1.0895e-008,-102.59061,20.043125
1.091e-008,-102.65459,46.746483
1.0925e-008,-102.67954,73.443085
1.094e-008,-102.67119,100.05759
1.0955e-008,-102.63743,126.52316
1.097e-008,-102.58754,152.78773
1.0985e-008,-102.53135,178.81241
1.1e-008,-102.47868,-155.4294
1.1015e-008,-102.43875,-129.95343
1.103e-008,-102.41994,-104.76962
1.1045e-008,-102.42971,-79.883446
1.106e-008,-102.47448,-55.299618
1.1075e-008,-102.55995,-31.025517
1.109e-008,-102.69083,-7.0709157
1.1105e-008,-102.8712,16.546913
1.112e-008,-103.10445,39.802303
1.1135e-008,-103.39287,62.658443
1.115e-008,-103.73775,85.065575
1.1165e-008,-104.13861,106.95644
1.118e-008,-104.59233,128.24565
1.1195e-008,-105.09124,148.82654
1.121e-008,-105.62108,168.57608
1.1225e-008,-106.15771,-172.634
1.124e-008,-106.66393,-154.90573
1.1255e-008,-107.08883,-138.25848
1.127e-008,-107.3723,-122.5612
1.1285e-008,-107.46095,-107.48239
1.13e-008,-107.32713,-92.522995
1.1315e-008,-106.98238,-77.149101
1.133e-008,-106.4709,-60.95504
1.1345e-008,-105.85098,-43.735462
1.136e-008,-105.17685,-25.462553
