!CSV A.01.01
!Keysight Technologies,N5227B,US58420762,A.13.80.08
!Date: Monday, November 20, 2023 16:58:41
!Source: Standard

BEGIN CH1_DATA
Time(s),S21(DB),S21(DEG)
5e-009,-112.78485,-119.40308
5.015e-009,-113.08559,-92.699387
5.03e-009,-113.45592,-65.431664
5.045e-009,-113.88316,-37.514011
5.06e-009,-114.34933,-8.8650284
5.075e-009,-114.82791,20.585876
5.09e-009,-115.285,50.860638
5.105e-009,-115.67838,81.896156
5.12e-009,-115.96779,113.50449
5.135e-009,-116.12296,145.37737
5.15e-009,-116.13708,177.12804
5.165e-009,-116.02637,-151.61772
5.18e-009,-115.82708,-121.13576
5.195e-009,-115.58138,-91.57917
5.21e-009,-115.33134,-62.98864
5.225e-009,-115.10808,-35.343075
5.24e-009,-114.9367,-8.5897646
5.255e-009,-114.8329,17.325602
5.27e-009,-114.80629,42.442043
5.285e-009,-114.86302,66.777336
5.3e-009,-115.00369,90.322601
5.315e-009,-115.2251,113.0388
5.33e-009,-115.51839,134.86073
5.345e-009,-115.86739,155.70702
5.36e-009,-116.24673,175.49159
5.375e-009,-116.61752,-165.84259
5.39e-009,-116.93111,-148.25789
5.405e-009,-117.13298,-131.57791
5.42e-009,-117.17815,-115.43613
5.435e-009,-117.05047,-99.356369
5.45e-009,-116.76753,-82.848755
5.465e-009,-116.37479,-65.560135
5.48e-009,-115.92813,-47.314365
5.495e-009,-115.47878,-28.086834
5.51e-009,-115.06739,-7.9427347
5.525e-009,-114.72346,13.014699
5.54e-009,-114.46751,34.68269
5.555e-009,-114.31358,56.969719
5.57e-009,-114.27348,79.811996
5.585e-009,-114.35792,103.16911
5.6e-009,-114.57801,127.02831
5.615e-009,-114.94669,151.41203
5.63e-009,-115.48138,176.39041
5.645e-009,-116.20338,-157.89555
5.66e-009,-117.14111,-131.19879
5.675e-009,-118.32689,-103.07064
5.69e-009,-119.78928,-72.691795
5.705e-009,-121.50302,-38.577732
5.72e-009,-123.23143,1.5843368
5.735e-009,-124.21964,48.972496
5.75e-009,-123.6323,98.17099
5.765e-009,-121.90643,141.37479
5.78e-009,-119.97515,177.77681
5.795e-009,-118.24557,-150.26933
5.81e-009,-116.79594,-120.92542
5.825e-009,-115.61053,-93.144852
5.84e-009,-114.65714,-66.346481
5.855e-009,-113.90752,-40.198536
5.87e-009,-113.33985,-14.499594
5.885e-009,-112.93904,10.871213
5.9e-009,-112.69521,35.993282
5.915e-009,-112.60419,60.91634
5.93e-009,-112.66547,85.670929
5.945e-009,-112.8839,110.2705
5.96e-009,-113.26955,134.71593
5.975e-009,-113.83982,158.98958
5.99e-009,-114.6218,-176.94649
6.005e-009,-115.65836,-153.17529
6.02e-009,-117.01803,-129.84932
6.035e-009,-118.8175,-107.30254
6.05e-009,-121.27267,-86.34005
6.065e-009,-124.82815,-69.453278
6.08e-009,-130.27112,-67.930267
6.095e-009,-132.29729,-113.39016
6.11e-009,-126.44369,-125.68668
6.125e-009,-122.32952,-111.69549
6.14e-009,-119.56435,-91.563515
6.155e-009,-117.57272,-69.263702
6.17e-009,-116.08254,-45.937172
6.185e-009,-114.951,-22.023472
6.2e-009,-114.09754,2.287976
6.215e-009,-113.47263,26.905508
6.23e-009,-113.04546,51.793674
6.245e-009,-112.79604,76.945984
6.26e-009,-112.71269,102.38335
6.275e-009,-112.78933,128.14948
6.29e-009,-113.02391,154.31653
6.305e-009,-113.41762,-179.00638
6.32e-009,-113.97358,-151.65388
6.335e-009,-114.69334,-123.38579
6.35e-009,-115.57192,-93.841057
6.365e-009,-116.58346,-62.510971
6.38e-009,-117.65166,-28.744923
6.395e-009,-118.6096,8.0138044
6.41e-009,-119.18669,47.55415
6.425e-009,-119.14893,88.151726
6.44e-009,-118.52102,127.28791
6.455e-009,-117.56165,163.4783
6.47e-009,-116.5297,-163.30737
6.485e-009,-115.5781,-132.46703
6.5e-009,-114.7739,-103.37597
6.515e-009,-114.14161,-75.55851
6.53e-009,-113.68803,-48.692657
6.545e-009,-113.41502,-22.568172
6.56e-009,-113.32533,2.9369974
6.575e-009,-113.42578,27.883698
6.59e-009,-113.72917,52.26997
6.605e-009,-114.25695,76.02755
6.62e-009,-115.04299,98.983521
6.635e-009,-116.13856,120.79064
6.65e-009,-117.6172,140.72691
6.665e-009,-119.56349,157.23055
6.68e-009,-121.94337,166.7771
6.695e-009,-123.89943,163.66014
6.71e-009,-123.24226,153.28688
6.725e-009,-120.53838,153.99297
6.74e-009,-117.8074,165.78181
6.755e-009,-115.54704,-176.85004
6.77e-009,-113.72297,-156.74142
6.785e-009,-112.24639,-135.1597
6.8e-009,-111.04675,-112.71329
6.815e-009,-110.07425,-89.723351
6.83e-009,-109.29449,-66.369957
6.845e-009,-108.68348,-42.762032
6.86e-009,-108.22456,-18.968775
6.875e-009,-107.90675,4.9639482
6.89e-009,-107.72292,29.006809
6.905e-009,-107.66953,53.139416
6.92e-009,-107.74619,77.348534
6.935e-009,-107.95542,101.62449
6.95e-009,-108.30321,125.96448
6.965e-009,-108.79958,150.36819
6.98e-009,-109.45942,174.8405
6.995e-009,-110.30512,-160.60828
7.01e-009,-111.36969,-135.95648
7.025e-009,-112.70375,-111.16637
7.04e-009,-114.38889,-86.163925
7.055e-009,-116.56789,-60.793221
7.07e-009,-119.52401,-34.647675
7.085e-009,-123.95648,-6.306303
7.1e-009,-132.47554,34.839195
7.115e-009,-133.82271,-177.44472
7.13e-009,-125.33858,-133.05621
7.145e-009,-121.39315,-104.2345
7.16e-009,-119.04639,-77.755402
7.175e-009,-117.55345,-51.995686
7.19e-009,-116.63206,-26.498623
7.205e-009,-116.15554,-1.0587795
7.22e-009,-116.07209,24.46427
7.235e-009,-116.37601,50.210339
7.25e-009,-117.10683,76.392281
7.265e-009,-118.36299,103.41209
7.28e-009,-120.35199,132.21162
7.295e-009,-123.51083,165.72372
7.31e-009,-128.43774,-143.037
7.325e-009,-128.90985,-50.069492
7.34e-009,-123.01701,7.3171372
7.355e-009,-118.77439,42.242878
7.37e-009,-115.78001,71.50042
7.385e-009,-113.52923,98.700264
7.4e-009,-111.77196,124.95114
7.415e-009,-110.37439,150.69614
7.43e-009,-109.25838,176.14478
7.445e-009,-108.37586,-158.58554
7.46e-009,-107.6967,-133.42528
7.475e-009,-107.20148,-108.32693
7.49e-009,-106.87939,-83.255585
7.505e-009,-106.72594,-58.180241
7.52e-009,-106.74247,-33.071117
