!CSV A.01.01
!Keysight Technologies,N5227B,US58420762,A.13.80.08
!Date: Monday, November 20, 2023 16:29:54
!Source: Standard

BEGIN CH1_DATA
Time(s),S21(DB),S21(DEG)
1e-008,-117.16883,48.397545
1.001e-008,-117.09666,64.924843
1.002e-008,-117.06857,81.263
1.003e-008,-117.0847,97.420578
1.004e-008,-117.14625,113.40033
1.005e-008,-117.25377,129.20068
1.006e-008,-117.40874,144.81546
1.007e-008,-117.61195,160.2375
1.008e-008,-117.86459,175.44786
1.009e-008,-118.16772,-169.57253
1.01e-008,-118.52323,-154.85321
1.011e-008,-118.93107,-140.43153
1.012e-008,-119.39244,-126.35394
1.013e-008,-119.90588,-112.6833
1.014e-008,-120.47034,-99.496971
1.015e-008,-121.07964,-86.884354
1.016e-008,-121.72458,-74.957336
1.017e-008,-122.38818,-63.834362
1.018e-008,-123.04465,-53.62455
1.019e-008,-123.65437,-44.396175
1.02e-008,-124.16956,-36.121319
1.021e-008,-124.53716,-28.623594
1.022e-008,-124.71605,-21.54863
1.023e-008,-124.69337,-14.425034
1.024e-008,-124.48935,-6.7993827
1.025e-008,-124.14885,1.6542485
1.026e-008,-123.72615,11.081973
1.027e-008,-123.27009,21.494442
1.028e-008,-122.81733,32.814545
1.029e-008,-122.39331,44.928841
1.03e-008,-122.01598,57.720673
1.031e-008,-121.69471,71.096207
1.032e-008,-121.43584,84.96595
1.033e-008,-121.24306,99.265572
1.034e-008,-121.11961,113.94537
1.035e-008,-121.06662,128.97641
1.036e-008,-121.08631,144.33795
1.037e-008,-121.1806,160.02299
1.038e-008,-121.35191,176.04634
1.039e-008,-121.60312,-167.56804
1.04e-008,-121.93762,-150.7719
1.041e-008,-122.35822,-133.49606
1.042e-008,-122.86855,-115.63364
1.043e-008,-123.46783,-97.033951
1.044e-008,-124.15228,-77.487869
1.045e-008,-124.90461,-56.722004
1.046e-008,-125.68739,-34.389481
1.047e-008,-126.42313,-10.162372
1.048e-008,-126.98669,16.08037
1.049e-008,-127.22344,43.925953
1.05e-008,-127.02444,72.268585
1.051e-008,-126.40898,99.726982
1.052e-008,-125.5067,125.36349
1.053e-008,-124.46959,148.95462
1.054e-008,-123.40709,170.71225
1.055e-008,-122.38216,-169.01817
1.056e-008,-121.42493,-149.90529
1.057e-008,-120.54533,-131.68887
1.058e-008,-119.74496,-114.1739
1.059e-008,-119.02055,-97.219978
1.06e-008,-118.36739,-80.725937
1.061e-008,-117.77955,-64.614594
1.062e-008,-117.25126,-48.834194
1.063e-008,-116.77753,-33.349834
1.064e-008,-116.35326,-18.131021
1.065e-008,-115.97318,-3.1585526
1.066e-008,-115.63281,11.579967
1.067e-008,-115.3276,26.09515
1.068e-008,-115.05302,40.395039
1.069e-008,-114.80438,54.486839
1.07e-008,-114.57718,68.374062
1.071e-008,-114.36703,82.065491
1.072e-008,-114.16874,95.570038
1.073e-008,-113.9781,108.89724
1.074e-008,-113.79047,122.06216
1.075e-008,-113.60149,135.08466
1.076e-008,-113.40737,147.98463
1.077e-008,-113.20459,160.78883
1.078e-008,-112.99085,173.5262
1.079e-008,-112.76422,-173.77119
1.08e-008,-112.52396,-161.07312
1.081e-008,-112.26991,-148.34827
1.082e-008,-112.00325,-135.56644
1.083e-008,-111.72565,-122.70251
1.084e-008,-111.43944,-109.73438
1.085e-008,-111.14716,-96.643044
1.086e-008,-110.85184,-83.417458
1.087e-008,-110.55647,-70.048233
1.088e-008,-110.26397,-56.530056
1.089e-008,-109.97696,-42.862202
1.09e-008,-109.69818,-29.045034
1.091e-008,-109.42983,-15.083776
1.092e-008,-109.17365,-0.98158526
1.093e-008,-108.93136,13.254068
1.094e-008,-108.7045,27.617611
1.095e-008,-108.49402,42.101978
1.096e-008,-108.30105,56.699245
1.097e-008,-108.12621,71.402054
1.098e-008,-107.96991,86.204102
1.099e-008,-107.83273,101.0984
1.1e-008,-107.71469,116.0789
1.101e-008,-107.6161,131.1378
1.102e-008,-107.53674,146.27196
1.103e-008,-107.47682,161.47415
1.104e-008,-107.43595,176.73941
1.105e-008,-107.41383,-167.93753
1.106e-008,-107.41018,-152.56018
1.107e-008,-107.42451,-137.13403
1.108e-008,-107.45625,-121.66374
1.109e-008,-107.50472,-106.15228
1.11e-008,-107.56935,-90.605736
1.111e-008,-107.64906,-75.027557
